80:58:f8:f3:43:9a	Jul 16, 2017 19:58:37.417872667 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:37.426913501 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:37.431863813 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:37.441854178 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:37.453092251 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:37.857649230 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:44.896270633 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:44.905702508 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:44.925371310 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:44.930360894 UTC
80:58:f8:65:3b:26	Jul 16, 2017 19:58:48.232182611 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:52.178460839 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:52.186416412 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:52.196359224 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:57.510011670 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:57.520045941 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:57.530321253 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:57.540284118 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:58:57.743180472 UTC
e2:11:98:a7:67:6e	Jul 16, 2017 19:59:03.309330418 UTC
e2:11:98:a7:67:6e	Jul 16, 2017 19:59:03.318259949 UTC
e2:11:98:a7:67:6e	Jul 16, 2017 19:59:03.364109533 UTC
e2:11:98:a7:67:6e	Jul 16, 2017 19:59:03.426447189 UTC
e2:11:98:a7:67:6e	Jul 16, 2017 19:59:03.532881824 UTC
e2:11:98:a7:67:6e	Jul 16, 2017 19:59:03.645090262 UTC
e2:11:98:a7:67:6e	Jul 16, 2017 19:59:03.688745157 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:59:04.202165938 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:59:04.216692449 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:59:04.232980574 UTC
80:58:f8:f3:43:9a	Jul 16, 2017 19:59:04.248419168 UTC
80:58:f8:e6:e2:cd	Jul 16, 2017 19:59:06.449328698 UTC
